species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,year,body_mass2_g,has_offspring,health_status,tested_positive,cluster
Chinstrap,Dream,52,19,197,4150,male,2007,3990,TRUE,poor,FALSE,83
Chinstrap,Dream,50.5,18.4,200,3400,female,2008,3168,FALSE,fair,FALSE,81
Chinstrap,Dream,49.5,19,200,3800,male,2008,3493,FALSE,fair,FALSE,83
Chinstrap,Dream,46.4,17.8,191,3700,female,2008,3649,TRUE,poor,FALSE,98
Chinstrap,Dream,52.8,20,205,4550,male,2008,4529,TRUE,good,FALSE,87
Chinstrap,Dream,40.9,16.6,187,3200,female,2008,3005,FALSE,fair,FALSE,94
Chinstrap,Dream,54.2,20.8,201,4300,male,2008,4321,TRUE,fair,FALSE,88
Chinstrap,Dream,42.5,16.7,187,3350,female,2008,3217,FALSE,good,FALSE,95
Chinstrap,Dream,51,18.8,203,4100,male,2008,4065,TRUE,fair,FALSE,82
Chinstrap,Dream,49.7,18.6,195,3600,male,2008,3327,FALSE,good,TRUE,81
Chinstrap,Dream,47.5,16.8,199,3900,female,2008,3687,TRUE,good,FALSE,95
Chinstrap,Dream,47.6,18.3,195,3850,female,2008,3651,TRUE,good,FALSE,80
Chinstrap,Dream,52,20.7,210,4800,male,2008,4787,TRUE,fair,FALSE,88
Chinstrap,Dream,46.9,16.6,192,2700,female,2008,2570,FALSE,fair,FALSE,94
Chinstrap,Dream,53.5,19.9,205,4500,male,2008,4145,TRUE,good,FALSE,87
Chinstrap,Dream,49,19.5,210,3950,male,2008,3837,TRUE,fair,FALSE,85
Chinstrap,Dream,46.2,17.5,187,3650,female,2008,3619,TRUE,good,FALSE,97
Chinstrap,Dream,50.9,19.1,196,3550,male,2008,3349,TRUE,fair,FALSE,84
Chinstrap,Dream,45.5,17,196,3500,female,2008,3475,TRUE,good,FALSE,95
Chinstrap,Dream,50.9,17.9,196,3675,female,2009,3462,TRUE,poor,FALSE,99
Chinstrap,Dream,50.8,18.5,201,4450,male,2009,4217,TRUE,poor,FALSE,81
Chinstrap,Dream,50.1,17.9,190,3400,female,2009,3213,FALSE,good,FALSE,99
Chinstrap,Dream,49,19.6,212,4300,male,2009,4195,FALSE,fair,FALSE,86
Chinstrap,Dream,51.5,18.7,187,3250,male,2009,3072,TRUE,fair,FALSE,82
Chinstrap,Dream,49.8,17.3,198,3675,female,2009,3492,TRUE,good,FALSE,96
Chinstrap,Dream,48.1,16.4,199,3325,female,2009,3150,TRUE,good,FALSE,88
Chinstrap,Dream,51.4,19,201,3950,male,2009,3954,TRUE,good,FALSE,83
Chinstrap,Dream,45.7,17.3,193,3600,female,2009,3573,TRUE,good,FALSE,96
Chinstrap,Dream,50.7,19.7,203,4050,male,2009,3843,TRUE,good,FALSE,86
Chinstrap,Dream,42.5,17.3,187,3350,female,2009,3072,TRUE,good,FALSE,97
Chinstrap,Dream,52.2,18.8,197,3450,male,2009,3370,TRUE,good,FALSE,82
Chinstrap,Dream,45.2,16.6,191,3250,female,2009,3067,TRUE,fair,FALSE,94
Chinstrap,Dream,49.3,19.9,203,4050,male,2009,3793,FALSE,good,FALSE,87
Chinstrap,Dream,50.2,18.8,202,3800,male,2009,3742,TRUE,good,FALSE,83
Chinstrap,Dream,45.6,19.4,194,3525,female,2009,3351,FALSE,good,FALSE,85
Chinstrap,Dream,51.9,19.5,206,3950,male,2009,3794,FALSE,good,FALSE,85
Chinstrap,Dream,46.8,16.5,189,3650,female,2009,3641,FALSE,good,FALSE,94
Chinstrap,Dream,45.7,17,195,3650,female,2009,3353,TRUE,fair,FALSE,95
Chinstrap,Dream,55.8,19.8,207,4000,male,2009,3773,TRUE,good,FALSE,86
Chinstrap,Dream,43.5,18.1,202,3400,female,2009,3423,TRUE,good,FALSE,99
Chinstrap,Dream,49.6,18.2,193,3775,male,2009,3978,FALSE,fair,FALSE,80
Chinstrap,Dream,50.8,19,210,4100,male,2009,3966,FALSE,good,FALSE,84
Chinstrap,Dream,50.2,18.7,198,3775,female,2009,3569,TRUE,good,FALSE,82
